timestamp,open,high,low,close,volume,dividend amount,SMA,EMA,WMA,DEMA,TEMA,TRIMA,KAMA,FAMA,MAMA,VWAP,T3,MACD,MACD_Hist,MACD_Signal,WILLR,ADXR,APO,PPO,MOM,BOP,CMO,ROC,ROCR,Aroon Down,Aroon Up,AROONOSC,MFI,TRIX,ULTOSC,DX,MINUS_DI,PLUS_DI,MINUS_DM,PLUS_DM,Real Lower Band,Real Middle Band,Real Upper Band,MIDPOINT,MIDPRICE,SAR,TRANGE,ATR,NATR,Chaikin A/D,ADOSC,OBV,HT_TRENDLINE,LEAD SINE,SINE,TRENDMODE,DCPERIOD,HT_DCPHASE,PHASE,QUADRATURE,Adjusted Close
2023-02-17,375.649,381.42,371.32,374.22,16893086.0,0.0,361.4957,364.5552,365.4625,370.7213,374.1666,360.3703,359.3638,221.885,331.4091,378.2756,359.2265,2.3143,3.1671,-0.8528,-25.4305,18.7048,6.4136,1.8026,6.1106,-0.1415,25.1778,1.6604,1.0166,20.0,80.0,60.0,40.3503,0.1703,61.1655,33.0771,12.0298,23.9214,16.6152,33.0396,344.0603,361.4957,378.9311,362.6837,362.8903,323.3632,10.0588,13.8117,3.7059,1182718501.5285,13293864.8742,390410122.0,357.9867,-0.7542,-0.069,1.0,15.5804,183.9559,-0.6874,17.1531,372.6952
2023-02-10,376.575,382.7468,372.2,375.02,16890654.0,0.0,360.8846,362.4301,363.0564,367.8412,371.2972,358.1919,359.0542,221.3347,330.9777,378.2863,357.2753,1.4026,3.0472,-1.6446,-23.434,18.6187,4.7681,1.3385,11.4138,-0.1474,27.2284,3.1389,1.0314,30.0,90.0,60.0,40.0742,0.1225,66.2377,35.4681,12.2903,25.8004,17.4875,36.7106,344.8931,360.8846,376.8761,362.6837,362.8903,322.1493,10.5038,14.2287,3.8096,1189910607.4493,18769477.0822,407303208.0,355.7023,-0.9569,-0.882,1.0,15.5676,241.8841,-7.071,9.9199,373.492
2023-02-03,370.15,384.41,367.86,378.85,24084407.0,0.0,359.7432,359.6277,360.2751,363.439,366.0631,356.9714,358.3766,220.7837,330.5326,378.3033,355.6247,0.1247,2.5311,-2.4064,-13.8757,18.2982,3.5605,0.9993,9.069,0.5257,18.9359,2.5222,1.0252,40.0,100.0,60.0,49.4904,0.0744,69.109,35.4681,13.2699,27.8568,19.4306,40.7896,346.5763,359.7432,372.9102,359.4843,362.8903,320.9106,16.4826,14.6426,3.8808,1197768826.1552,22389451.8562,424193862.0,353.3007,-0.9317,-0.9157,1.0,15.5507,246.304,-9.6257,-0.5909,377.3064
2023-01-27,364.51,375.08,361.66,372.87,18017802.0,0.0,358.8363,357.6246,358.4922,360.2797,362.3307,356.8357,358.0376,220.2322,330.1477,378.3103,354.326,-0.8567,2.1824,-3.0391,-8.1317,17.7926,1.4086,0.3952,1.6678,0.623,10.916,0.4615,1.0046,50.0,40.0,-10.0,44.9706,0.0379,60.0377,23.6941,14.9532,24.2395,21.5896,34.9973,347.0713,358.8363,370.6014,359.1673,358.4014,320.3757,13.3653,14.4381,3.888,1189866812.2573,20150897.4534,400109455.0,351.2894,-0.9718,-0.8539,1.0,15.5902,238.6429,-6.9388,-14.283,371.3507
2023-01-20,366.19,367.72,355.85,363.71,15653745.0,0.0,358.6696,356.4246,357.7004,358.4696,360.3665,357.6554,357.9992,219.6799,329.8156,378.3104,353.2424,-1.525,2.0598,-3.5848,-37.6274,18.418,0.6439,0.1808,20.6967,-0.2089,13.9379,6.0164,1.0602,0.0,50.0,50.0,44.9994,0.0093,54.1667,12.3389,16.4786,21.1175,23.9884,30.7415,347.1011,358.6696,370.238,359.1673,358.4014,319.8354,11.8216,14.5573,4.0188,1177783338.4868,16346909.1773,382091653.0,349.8625,-0.9998,-0.7201,1.0,15.6899,226.0661,3.0166,-20.8557,362.228
2023-01-13,358.73,366.7297,354.96,366.23,20740193.0,0.0,356.5999,354.5861,356.228,355.247,356.1813,358.3728,357.4575,219.1264,329.4633,378.3203,352.2655,-2.526,1.5737,-4.0997,-27.2203,19.7643,-0.7371,-0.2072,5.2384,0.6372,3.4222,1.4881,1.0149,0.0,60.0,60.0,54.5271,-0.0171,55.3902,10.7302,17.935,22.2466,26.6538,33.0614,342.8805,356.5999,370.3193,356.0046,357.0989,319.2897,11.7217,14.8613,4.0745,1172706091.7935,12813882.0624,397745398.0,349.1991,-0.9586,-0.4765,0.0,15.8016,208.4579,10.3513,-11.6801,364.7378
2023-01-06,353.181,357.67,347.19,356.59,14757736.0,0.0,356.076,353.99,356.0112,354.2018,354.8945,358.7446,357.4601,218.572,329.1824,378.3229,351.3602,-3.0106,1.4825,-4.4931,-49.3477,21.1428,-2.6025,-0.7321,9.3365,0.3253,-5.1814,2.7267,1.0273,10.0,70.0,60.0,42.0527,-0.0302,52.9421,5.159,19.4708,17.5603,29.6153,26.7095,342.1011,356.076,370.051,356.0046,354.8895,318.7384,10.4373,15.2101,4.2829,1153727009.857,5279033.8625,377005205.0,349.4973,-0.7471,-0.0583,0.0,15.9085,183.3407,10.8478,-9.1007,355.1371
2022-12-30,351.76,353.125,345.9,351.34,18179881.0,0.0,355.1424,354.4895,356.6295,355.248,356.6412,358.0511,357.5952,218.0161,328.9545,378.317,350.2858,-3.0226,1.8412,-4.8637,-63.1244,22.3323,-3.873,-1.0907,18.7054,-0.0581,-7.3862,5.6406,1.0564,0.0,80.0,80.0,44.5216,-0.0398,49.0773,14.3485,20.9053,15.6589,32.9059,24.6478,339.0473,355.1424,371.2375,355.2067,354.8895,318.1815,7.1956,15.7405,4.4984,1142010944.6356,448905.5772,362247469.0,350.3897,-0.3254,0.4385,0.0,16.0348,153.9889,16.1099,-5.3482,349.9085
2022-12-23,354.13,355.9516,344.34,351.87,25473361.0,1.6717,353.2719,355.4146,357.165,357.2666,360.0631,356.0297,357.9557,217.4586,328.7387,378.3117,348.9103,-2.8498,2.4742,-5.324,-54.895,23.3837,-5.8345,-1.6423,19.4867,-0.0495,-6.5362,5.878,1.0588,0.0,90.0,90.0,53.8095,-0.0592,52.6236,14.3485,21.9067,16.409,36.5621,27.3865,331.8925,353.2719,374.6512,349.8146,352.5255,317.6191,11.5643,16.6899,4.7626,1132814063.6592,-2345336.2985,380427350.0,351.2968,0.1287,0.7923,1.0,16.1464,127.6036,14.252,4.0976,350.4363
2022-12-16,362.28,377.19,351.79,353.86,23474982.0,0.0,351.3232,356.3936,357.2221,359.6362,364.4448,352.7056,358.3261,216.8994,328.5137,378.299,347.2912,-2.6573,3.2853,-5.9426,-40.7013,23.451,-6.7414,-1.9004,30.2213,-0.3315,3.5966,9.1895,1.0919,10.0,100.0,90.0,54.7476,-0.098,48.4938,5.8819,19.8343,17.6306,34.2328,30.4294,326.2422,351.3232,376.4042,349.765,345.4583,317.0509,25.1761,17.2594,4.9208,1125249013.3584,-1501389.8354,405900711.0,352.5452,0.5257,0.9732,1.0,16.2099,103.2833,13.3497,3.2956,350.7414
2022-12-09,371.28,372.19,359.931,361.52,18831881.0,0.0,348.3011,355.7951,355.261,359.1597,365.1588,348.532,358.231,216.3386,328.2049,378.2977,345.6686,-3.1955,3.5684,-6.7639,-27.0961,23.5363,-7.0363,-1.987,34.1991,-0.7961,16.1069,10.2451,1.1025,20.0,90.0,70.0,66.409,-0.1646,60.1108,7.5379,17.7479,20.6416,29.0706,33.8105,320.5496,348.3011,376.0525,348.4369,345.3642,373.6774,13.945,16.3798,4.5711,1144897758.1348,6779160.6048,429375693.0,353.8546,0.8029,0.9892,1.0,16.3111,81.5896,14.5292,17.2852,358.3339
2022-12-02,366.86,377.0,361.48,374.0,19018215.0,0.0,344.8811,353.0811,351.0561,354.4795,359.8455,344.2539,356.501,215.7764,327.8028,378.2907,344.4935,-4.7442,2.9118,-7.656,-5.2512,24.0008,-7.0563,-1.9912,15.4385,0.4601,11.3765,4.434,1.0443,30.0,100.0,70.0,62.314,-0.2473,66.8924,10.2293,18.3749,22.5625,30.5947,37.5672,319.3463,344.8811,370.416,346.2463,345.3642,374.7691,15.3832,16.6503,4.4915,1158847697.882,10231668.9428,448207574.0,354.8913,0.9931,0.785,0.0,16.5528,51.7175,2.429,32.5852,370.7039
2022-11-25,362.77,370.3599,360.87,369.8,8728142.0,0.0,343.3373,350.7377,347.3671,350.1033,354.6291,340.7012,356.2322,215.2135,327.441,378.291,344.1423,-6.2058,2.1781,-8.3839,-1.1089,23.7421,-8.0274,-2.2627,-11.3345,0.7408,7.0099,-3.0559,0.9694,40.0,0.0,-40.0,51.3782,-0.3206,61.4839,0.6348,20.2453,20.504,33.9941,34.4284,320.8359,343.3373,365.8387,345.1114,342.0734,376.5542,9.4063,16.7911,4.581,1147181885.5882,5547476.4227,429189359.0,354.8887,0.9683,0.5082,0.0,16.9128,30.5423,-10.6566,32.555,366.5409
2022-11-18,364.57,369.742,358.565,363.99,18486029.0,0.0,344.4707,348.7743,344.6213,346.0356,349.4627,339.1654,356.167,214.6495,327.1164,378.3205,344.6581,-7.5684,1.3601,-8.9285,-22.6151,24.2207,-7.4014,-2.0873,4.7206,-0.0519,9.1399,1.3237,1.0132,50.0,10.0,-40.0,45.0033,-0.3816,55.2635,0.2627,21.4468,21.3344,37.7712,37.5733,318.0174,344.4707,370.9241,349.8866,345.3065,378.3945,11.0785,17.6116,4.8815,1139483656.8024,1937865.0637,420461217.0,354.5365,0.7983,0.1387,0.0,17.3408,7.9708,-22.4627,24.5091,360.7821
2022-11-11,347.06,367.02,343.3581,366.16,19605603.0,0.0,343.9987,345.9782,341.4653,339.8347,340.6187,339.3985,356.1231,214.0844,326.7705,378.3273,346.0561,-9.379,-0.1105,-9.2685,-18.809,25.6163,-5.9822,-1.687,-20.9351,0.8072,-10.0353,-5.7366,0.9426,60.0,20.0,-40.0,44.444,-0.4269,52.9619,3.9863,22.8864,21.1317,41.968,38.7503,318.6209,343.9987,369.3764,349.8866,345.3065,380.2918,23.4534,18.3375,5.0526,1140024493.4744,-1328754.7723,438947246.0,354.0311,0.3399,-0.4246,1.0,17.8395,-25.1277,-29.0145,10.3334,362.933
2022-11-04,355.16,358.765,338.9,345.82,27657993.0,0.0,346.0922,346.4175,341.8454,339.3481,339.3804,341.8284,356.6078,213.5181,326.5965,378.3496,348.3039,-9.7865,-0.5457,-9.2409,-54.4846,27.2082,-3.3793,-0.9507,-26.3879,-0.4702,-1.3693,-6.9732,0.9303,70.0,0.0,-70.0,35.1635,-0.4357,43.0908,15.7162,26.2428,19.1144,46.6311,33.9645,317.7752,346.0922,374.4092,349.8866,345.3065,382.2477,19.6899,17.7691,5.1839,1121844035.4188,-9439197.3891,419341643.0,354.0665,-0.0144,-0.7172,1.0,18.4263,314.1773,-29.1512,-10.8572,342.7722
2022-10-28,345.45,357.98,342.87,357.38,23653862.0,0.0,348.731,345.1702,341.2456,335.2827,332.504,346.2497,356.8439,212.9499,326.3396,378.3868,350.9958,-10.9818,-1.8773,-9.1045,-41.8642,28.1984,-2.0962,-0.5884,-42.9801,0.7895,-13.1261,-11.1525,0.8885,80.0,0.0,-80.0,36.5564,-0.4343,41.7968,11.3899,27.0227,21.4964,47.4401,37.7384,314.4108,348.731,383.0512,353.6419,349.0273,384.2641,14.9768,17.5557,4.956,1130232628.8155,-13026768.1006,446999636.0,354.5334,-0.4686,-0.956,1.0,18.9987,287.0568,-17.8224,-18.3715,354.2303
2022-10-21,334.57,345.0,334.13,343.9,21017516.0,0.0,353.029,345.7846,343.1772,334.3143,329.3352,352.5184,358.5725,212.3801,326.1773,378.4306,354.0827,-11.3677,-2.7325,-8.6351,-68.0939,30.3491,-1.2485,-0.349,-45.1681,0.8583,-28.1096,-11.9876,0.8801,90.0,10.0,-80.0,35.0019,-0.395,41.7112,31.2079,29.543,15.4894,52.7113,27.6364,312.7127,353.029,393.3453,357.1257,354.3764,386.3428,16.2059,17.8422,5.2343,1108457299.8664,-25426009.5704,423345774.0,355.9283,-0.7385,-0.999,1.0,19.421,267.3991,-16.0037,-7.6191,340.8691
2022-10-14,334.47,340.19,319.87,328.65,23417919.0,0.0,357.5458,348.932,347.8907,338.0601,332.573,358.7904,362.2526,211.8082,326.1223,378.505,357.007,-10.5969,-2.6449,-7.952,-88.3423,31.2356,-1.3855,-0.3846,-39.6812,-0.2864,-28.2501,-10.6899,0.8931,100.0,20.0,-80.0,34.4057,-0.3266,35.885,39.4846,32.4945,14.0977,58.5681,25.4098,317.7173,357.5458,397.3743,357.1257,354.3764,388.4859,20.1409,18.024,5.533,1091693558.9538,-33148675.1873,402328258.0,358.1192,-0.9889,-0.8043,1.0,19.7916,233.5441,-18.393,-25.2052,325.7535
2022-10-07,331.79,348.64,330.1,333.33,24652414.0,0.0,361.5139,352.8009,353.3437,343.3818,338.1282,364.2384,365.2697,211.2338,326.0678,378.688,359.2087,-9.4488,-2.158,-7.2908,-92.2314,32.0343,-2.3457,-0.6464,-30.2181,0.0831,-31.7353,-8.4153,0.9158,90.0,30.0,-60.0,43.7365,-0.252,33.5439,31.1743,30.2489,15.8713,53.8091,28.2331,325.0853,361.5139,397.9425,357.1257,358.4651,389.7768,20.1607,17.7888,5.3841,1094874339.2904,-31621464.8327,425746177.0,359.6027,-0.9116,-0.354,1.0,20.286,200.733,-2.8749,-48.5955,330.3923
2022-09-30,338.23,342.1,328.12,328.3,34852046.0,1.4692,364.5357,358.1198,359.8291,351.9264,348.7311,368.6542,367.2641,210.6567,326.0395,378.8145,360.3805,-7.5755,-0.8242,-6.7513,-99.7316,33.5779,-3.6625,-1.0007,-18.495,-0.6064,-28.4805,-5.2497,0.9475,100.0,40.0,-60.0,43.3449,-0.1811,33.5106,42.4278,34.1153,13.7901,59.7879,24.1675,335.0989,364.5357,393.9725,359.5971,358.4651,391.0942,13.8568,17.5252,5.3856,1110936969.34,-23335232.0427,401093763.0,361.1219,-0.2561,0.5024,1.0,20.6881,149.8416,15.0422,-39.3161,325.4066
2022-09-23,352.8,359.3,335.31,339.63,28171018.0,0.0,366.3852,363.5222,365.7522,361.3551,361.4759,370.9971,368.1761,210.0769,325.961,378.6733,360.3001,-5.5776,0.9676,-6.5452,-92.9847,34.4808,-5.935,-1.609,-2.0133,-0.549,-18.279,-0.5749,0.9943,100.0,50.0,-50.0,55.9285,-0.138,43.1813,38.2354,33.5135,14.9741,60.0992,26.8528,343.2545,366.3852,389.5159,366.7869,361.3144,391.7019,23.6764,17.9328,5.35,1144891537.7607,-10387545.9185,435945809.0,362.2077,0.2317,0.8517,0.0,20.7466,121.6013,23.1066,-17.3145,335.1904
2022-09-16,375.82,378.51,352.69,355.86,20325766.0,0.0,366.5866,366.9298,369.0973,367.6886,370.7622,370.6803,368.2938,209.4946,325.7365,378.7537,359.1125,-4.4106,2.3766,-6.7871,-73.4712,34.7387,-7.4322,-2.0038,29.9434,-0.773,2.5136,8.782,1.0878,10.0,60.0,50.0,57.4084,-0.1394,47.0812,23.0571,27.5913,17.2518,47.7182,29.8364,344.0659,366.5866,389.1072,367.7936,364.1444,340.7212,25.4825,17.2947,4.9243,1162916761.8665,-2838411.7378,464116827.0,362.8757,0.3816,0.9234,0.0,20.4921,112.5663,24.2177,2.1398,351.2082
2022-09-09,361.36,374.61,357.0,373.75,16054282.0,0.0,363.5922,366.0459,367.7673,366.0894,369.1307,367.9294,368.0872,208.9105,325.2802,378.786,357.2919,-5.17,2.2113,-7.3813,-41.4361,34.6161,-10.5496,-2.8419,1.8086,0.7036,-13.8648,0.5097,1.0051,20.0,70.0,50.0,67.581,-0.1802,57.6703,18.5921,29.4746,20.233,48.294,33.1515,336.6394,363.5922,390.5451,363.1747,364.1444,338.597,17.3798,16.3849,4.442,1178251615.5335,2226166.7856,484442593.0,363.4483,0.6547,0.9974,0.0,20.0764,94.1005,19.6338,20.0116,368.8644
2022-09-02,369.77,373.05,358.51,360.45,24425689.0,0.0,363.4114,368.1369,368.9991,370.2811,376.0989,364.4366,368.1555,208.3257,324.9635,378.8916,355.3409,-4.6111,3.323,-7.9341,-65.252,34.7943,-12.9058,-3.4651,27.6142,-0.641,-5.5594,8.1863,1.0819,0.0,80.0,80.0,55.2152,-0.2204,54.6961,20.8771,32.9721,21.5826,53.6599,35.1244,336.2508,363.4114,390.572,363.1747,364.1444,336.3843,14.3499,16.2744,4.5748,1163765383.7913,2184435.4827,468388311.0,363.9867,0.756,0.9974,1.0,19.4925,85.8896,10.6796,20.4041,355.7382
2022-08-26,383.43,386.05,372.51,372.51,17048597.0,0.0,360.6499,368.8481,368.2197,372.18,380.4784,359.7328,368.3476,207.7396,324.5597,378.9564,353.1687,-4.6758,4.089,-8.7648,-43.0371,34.8654,-13.0123,-3.485,35.2769,-0.8065,9.9363,10.2806,1.1028,0.0,90.0,90.0,66.4226,-0.297,62.305,6.2942,26.8495,23.6697,44.2699,39.0271,329.3686,360.6499,391.9313,361.3539,363.7478,334.0794,15.4059,16.4882,4.4849,1181673076.0017,12864064.6567,492814000.0,364.7452,0.9015,0.9435,1.0,18.9272,70.6506,7.5312,23.4884,367.6406
2022-08-19,390.49,396.89,387.25,388.12,16448218.0,0.0,357.1222,366.7215,364.3478,368.6672,377.4235,354.9187,367.3197,207.1525,324.0157,378.9881,351.3405,-6.063,3.7241,-9.7871,-13.7002,35.4972,-13.8089,-3.6943,10.5755,-0.2459,19.0203,2.8216,1.0282,10.0,100.0,90.0,60.2287,-0.4056,70.2222,13.5338,19.8845,26.1093,33.0251,43.3634,326.7069,357.1222,387.5375,361.3539,360.1136,331.6784,9.514,16.6084,4.3359,1198721673.0017,22182938.7724,509862597.0,365.0454,0.9643,0.8691,1.0,18.4807,60.3585,-3.3975,26.432,383.0465
2022-08-12,381.78,392.72,377.1,392.67,16706591.0,0.0,356.0647,362.5739,359.0167,360.8044,367.7914,351.7953,367.0525,206.5653,323.3958,379.0197,350.504,-8.4548,2.2634,-10.7181,-0.0836,35.14,-16.764,-4.4799,3.0605,0.6972,10.8402,0.8189,1.0082,20.0,100.0,80.0,52.1261,-0.5188,70.7798,8.6101,21.0928,25.0673,36.6946,43.6088,329.116,356.0647,383.0135,357.0558,358.0558,329.9493,15.4158,17.3967,4.489,1212201021.7776,26772846.9949,526310815.0,366.1832,0.9993,0.7329,1.0,18.0417,47.1299,-8.9254,15.0885,387.5371
2022-08-05,376.12,382.1,373.95,379.98,18671457.0,0.0,355.7587,359.4149,355.193,354.0932,359.0806,350.9369,366.9867,205.9782,322.8565,379.0561,351.0008,-10.5094,0.7746,-11.284,-4.4518,35.629,-19.1227,-5.0955,16.2872,0.4736,5.2422,4.589,1.0459,30.0,10.0,-20.0,51.7172,-0.6071,69.9794,5.1086,23.1437,20.8939,40.7718,36.8085,329.7036,355.7587,381.8137,356.0662,352.8521,328.987,8.0435,17.6168,4.6977,1195601387.1861,21559163.1584,509604224.0,367.6963,0.988,0.5892,1.0,17.6934,36.1021,-13.8801,15.5342,375.0129
