timestamp,open,high,low,close,volume,dividend amount,SMA,EMA,WMA,DEMA,TEMA,TRIMA,KAMA,FAMA,MAMA,VWAP,T3,MACD,MACD_Hist,MACD_Signal,WILLR,ADXR,APO,PPO,MOM,BOP,CMO,ROC,ROCR,Aroon Down,Aroon Up,AROONOSC,MFI,TRIX,ULTOSC,DX,MINUS_DI,PLUS_DI,MINUS_DM,PLUS_DM,Real Lower Band,Real Middle Band,Real Upper Band,MIDPOINT,MIDPRICE,SAR,TRANGE,ATR,NATR,Chaikin A/D,ADOSC,OBV,HT_TRENDLINE,LEAD SINE,SINE,TRENDMODE,DCPERIOD,HT_DCPHASE,PHASE,QUADRATURE,Adjusted Close
2021-04-01,362.57,368.29,361.1097,368.16,19441824.0,0.0,344.6559,343.8726,346.5013,351.5372,350.5383,344.658,335.6183,167.3839,257.9117,377.8693,346.7745,12.9085,-0.3946,13.3031,-0.4208,32.9488,14.5402,4.4242,15.4876,0.7785,35.2555,4.6083,1.0461,10.0,100.0,90.0,56.8188,0.5912,62.3567,14.7792,16.5034,22.2275,17.1899,23.1521,333.5756,344.6559,355.7361,341.812,342.1405,331.3198,6.9625,10.4159,2.9177,984019611.7233,19016494.0553,617092684.0,320.1015,-0.722,-0.0213,1.0,34.9607,181.2228,9.8978,-23.0179,356.991
2021-03-26,359.79,364.37,354.14,364.01,21281173.0,1.2625,343.1071,342.162,344.9625,349.8192,348.5909,343.6834,334.6954,166.929,256.9656,378.0509,345.3077,12.9795,-0.4223,13.4018,-2.8293,34.1191,15.2173,4.6613,12.0112,0.477,29.8035,3.5784,1.0358,20.0,90.0,70.0,54.7463,0.6101,61.1833,5.9143,17.6856,19.9091,19.0998,21.5011,331.9963,343.1071,354.2179,341.2528,340.4411,330.8627,11.1065,10.7997,3.0597,965281779.7905,12221144.1319,597650860.0,320.0408,-0.7113,-0.0059,1.0,33.6339,180.3386,15.0868,4.6555,352.9669
2021-03-19,362.67,366.05,357.14,359.23,22328966.0,0.0,341.906,340.9382,343.9147,349.0732,348.0498,342.4896,334.1279,166.4766,256.0494,378.0986,343.7607,13.2785,-0.2288,13.5073,-24.818,34.401,16.0615,4.9548,17.0554,-0.3861,37.2217,5.1156,1.0512,0.0,100.0,100.0,53.1791,0.6328,61.6025,14.0581,16.7209,22.1912,18.001,23.8901,330.4364,341.906,353.3756,341.2528,340.4411,330.3963,8.6098,10.7656,3.1013,945338341.5986,7468348.2374,576369687.0,320.4478,-0.7105,-0.0047,1.0,31.0214,180.2721,5.8197,17.0755,347.1279
2021-03-12,353.63,363.76,350.66,362.36,27158026.0,0.0,340.2004,338.824,342.0508,346.6525,345.0953,340.8044,332.8888,166.0264,255.0959,378.241,342.0631,13.1836,-0.3809,13.5645,-4.9313,34.4823,15.9206,4.9426,11.4894,0.6664,25.1349,3.4793,1.0348,10.0,100.0,90.0,52.5958,0.6528,58.6338,9.2651,18.1744,21.8861,20.0011,24.0858,329.2613,340.2004,351.1396,341.0015,337.7885,330.3963,12.6587,11.0051,3.1429,957191990.2159,9702332.814,598698653.0,320.4255,-0.7394,-0.0467,1.0,28.4843,182.6774,4.5249,-4.3819,350.1525
2021-03-05,354.55,359.39,341.915,352.69,30831229.0,0.0,339.0515,338.1812,341.5662,347.1066,346.3002,339.2113,332.4545,165.5789,254.2209,378.3546,340.2288,13.7602,0.1004,13.6598,-35.8519,34.8388,16.3534,5.1045,18.4511,-0.1064,27.3812,5.6921,1.0569,0.0,80.0,80.0,47.9048,0.6814,56.8957,0.3463,20.5367,20.3949,22.2235,22.0701,326.672,339.0515,351.431,340.0884,337.1169,350.1621,16.8863,10.8213,3.1752,935838733.1319,3787605.5625,571540627.0,319.9684,-0.7632,-0.0828,1.0,26.3172,184.7487,8.6583,-3.6449,340.8083
2021-02-26,355.84,360.58,347.71,349.59,26216064.0,0.0,337.2064,337.198,340.5845,347.1236,347.1383,337.3845,331.5659,165.1334,253.3281,378.4399,338.0943,14.2055,0.5708,13.6346,-43.1418,36.1309,16.3056,5.1105,17.8403,-0.4856,30.3337,5.4723,1.0547,10.0,90.0,80.0,54.0974,0.6988,54.9503,14.0756,18.2023,24.1659,18.4708,24.5223,322.2615,337.2064,352.1513,337.052,335.8495,333.9513,12.4364,10.1475,3.0039,928649190.461,5095782.1103,540709398.0,319.2813,-0.7922,-0.1287,1.0,24.3661,187.3949,8.0561,-0.7426,337.8127
2021-02-19,362.15,362.37,356.49,358.59,13120646.0,0.0,335.4224,335.7193,339.0518,346.3719,347.1168,335.2812,330.5692,164.6902,252.4137,378.5405,335.7607,14.4402,0.9483,13.4919,-12.7602,37.1466,16.0282,5.0495,23.6394,-0.6054,45.1441,7.2444,1.0724,0.0,100.0,100.0,69.2313,0.7035,65.085,42.1218,11.216,27.5413,11.0962,27.247,319.8313,335.4224,351.0134,337.052,335.8495,329.8986,5.6819,9.8931,2.8551,947206171.2722,12753017.5021,566925462.0,318.1161,-0.7933,-0.1305,1.0,22.8038,187.4985,9.0799,-0.9083,346.5095
2021-02-12,357.92,361.19,356.3,361.05,12023707.0,0.0,333.0584,332.557,335.9807,342.4146,342.53,333.1254,327.351,164.2494,251.4285,378.6905,333.3698,13.909,0.6542,13.2549,-0.4864,36.58,15.2109,4.8227,25.0085,0.6401,41.1064,7.7944,1.0779,0.0,100.0,100.0,78.207,0.6966,67.506,40.3478,11.8995,27.9967,12.3291,29.0075,320.0383,333.0584,346.0786,335.0083,335.1158,327.1639,4.7253,10.361,2.9697,950954927.2722,14203492.8286,580046108.0,316.7882,-0.7962,-0.1351,1.0,21.5615,187.7648,8.4532,3.249,348.8866
2021-02-05,343.63,357.1312,341.4,356.44,13716229.0,0.0,330.5576,329.6003,333.1981,338.6919,338.0668,331.0278,324.1136,163.8113,250.4747,378.7562,331.078,13.4449,0.3535,13.0913,-2.4306,36.1545,14.9416,4.7669,16.1272,0.8143,24.1267,5.1047,1.051,0.0,100.0,100.0,78.5673,0.6996,68.5111,34.0946,12.4681,25.3682,13.699,27.8727,318.7882,330.5576,342.3269,330.8406,331.3599,327.1639,16.3801,10.9872,3.19,939619694.2926,11677068.3315,568022401.0,315.3935,-0.7878,-0.1215,1.0,20.6498,186.9804,6.4557,1.9835,344.4319
2021-01-29,352.71,354.645,338.57,340.18,20225448.0,0.0,328.9449,329.0551,332.6329,339.6219,340.3331,328.8691,323.2068,163.3758,249.6506,378.8807,328.7533,14.0629,1.0599,13.0029,-48.353,36.0987,15.7389,5.0478,21.6581,-0.7795,48.6328,6.7858,1.0679,0.0,100.0,100.0,77.6089,0.7147,61.7172,30.0523,14.6525,27.2431,15.2211,28.3003,314.3555,328.9449,343.5342,328.3769,328.2436,324.6483,15.5335,10.388,3.1601,927108797.0518,11722752.2489,554306172.0,313.8577,-0.7652,-0.0859,1.0,20.2447,184.9266,6.2558,-3.3928,328.7197
2021-01-22,347.8,353.835,346.36,351.9,10749099.0,0.0,326.779,326.439,330.0786,336.7379,337.3392,326.6051,318.3098,162.9423,248.7296,379.0138,326.2016,13.7537,1.0157,12.738,-6.5036,36.5987,13.8845,4.485,14.3055,0.5485,43.1726,4.4458,1.0445,0.0,100.0,100.0,80.9542,0.7082,70.5076,57.2508,8.7083,32.0331,8.5484,31.4447,313.519,326.779,340.0391,326.0046,327.5395,321.1118,8.1798,9.8163,2.8868,943282864.4882,18960065.8458,574531620.0,311.8518,-0.6997,0.0104,1.0,20.3047,179.4045,8.6895,-6.9241,340.0449
2021-01-15,347.36,350.3183,343.53,345.37,15438912.0,0.0,325.3485,324.2959,328.1269,334.7403,335.6207,324.7557,315.8508,162.5112,247.8473,379.1042,323.6783,13.6421,1.1581,12.484,-17.571,35.7408,13.126,4.2681,43.7042,-0.2932,42.6812,14.9696,1.1497,0.0,90.0,90.0,81.9753,0.7034,72.0178,53.2811,9.4999,31.1685,9.4982,31.1628,313.3892,325.3485,337.3078,325.792,324.3737,317.7412,6.6579,9.9982,2.9958,938098850.8567,19858098.6663,563782521.0,309.8776,-0.5687,0.1795,1.0,20.6588,169.6575,11.1718,-8.2183,333.7349
2021-01-08,345.02,350.619,335.37,350.42,20904599.0,0.0,320.9781,321.7711,325.4578,332.0115,332.8837,322.0968,309.0632,162.0824,246.9603,379.1869,321.1554,13.3446,1.1501,12.1945,-0.3886,35.0081,12.9122,4.2271,30.9147,0.3541,40.2065,10.2203,1.1022,0.0,100.0,100.0,82.4007,0.6938,78.1065,53.2811,10.1777,33.3922,10.5535,34.6253,299.2941,320.9781,342.6621,312.6752,314.0619,313.7287,14.7353,10.3693,3.0623,945168186.356,21672389.7928,579221433.0,307.7202,-0.5098,0.2478,1.0,21.0259,165.6525,13.2399,-3.9364,338.6147
2020-12-31,341.74,344.37,340.87,343.69,10833270.0,0.0,317.8866,319.1876,322.6378,329.1202,329.8785,319.137,305.9178,161.6558,246.0872,379.3356,318.6915,13.001,1.094,11.907,-1.3819,34.9553,12.9937,4.2834,21.9806,0.5571,36.7621,7.1308,1.0713,10.0,100.0,90.0,68.5898,0.6841,68.2517,46.0735,11.8635,32.1353,11.7261,31.7632,295.3673,317.8866,340.406,311.0904,308.9928,310.3687,5.0345,9.8842,2.9762,924809198.8978,15792864.982,558316834.0,305.3196,-0.4744,0.287,1.0,21.2668,163.3228,14.3672,-6.1011,332.1115
2020-12-24,336.83,340.38,334.11,339.16,11429244.0,1.3829,315.6885,316.7344,319.9944,326.421,327.1018,316.3394,304.2688,161.2316,245.2373,379.4668,316.2915,12.696,1.0625,11.6335,-4.2282,35.9845,12.7268,4.2302,15.0996,0.5289,29.7878,4.8857,1.0489,20.0,90.0,70.0,61.1406,0.676,65.2999,39.9044,12.5002,29.1009,13.029,30.332,294.1467,315.6885,337.2304,309.1319,307.4141,307.2363,6.7673,10.423,3.1803,918185428.0978,13745935.6936,547483564.0,302.4863,-0.5533,0.1977,1.0,21.8414,168.5959,20.2343,9.3142,327.7341
2020-12-18,338.76,342.5,334.89,340.64,17013034.0,0.0,314.1786,315.0854,318.1806,325.2758,326.6115,313.6814,303.4078,160.8094,244.4402,379.6916,313.9364,12.7404,1.3725,11.3678,-4.0321,35.3562,12.3039,4.1175,28.9384,0.247,33.8513,9.7412,1.0974,30.0,100.0,70.0,68.5732,0.6691,66.6241,42.369,12.598,31.1215,13.6427,33.7022,293.1105,314.1786,335.2467,309.1319,307.4141,303.5938,7.3236,10.8292,3.3034,908681930.6816,10839500.1234,558912808.0,299.7452,-0.7148,-0.0109,1.0,22.6318,180.6232,7.0781,28.7933,327.8211
2020-12-11,339.07,340.9329,333.77,336.55,11563511.0,0.0,311.2848,312.6573,315.503,322.6841,324.1531,310.366,301.2452,160.3892,243.6162,379.8322,311.6118,12.4225,1.3978,11.0247,-9.8353,34.1567,11.6254,3.9232,31.7215,-0.3518,34.4599,10.7681,1.1077,40.0,100.0,60.0,67.248,0.6509,58.3546,40.4728,13.5118,31.8852,15.1585,35.7712,289.5732,311.2848,332.9963,309.1319,306.66,299.9315,6.8933,11.2187,3.4638,899985386.3636,8717711.1372,541899774.0,297.1479,-0.8301,-0.1926,1.0,23.3151,191.1053,-2.4345,-2.3094,323.885
2020-12-04,333.4,339.84,330.04,339.81,15385948.0,0.0,308.1126,309.6234,312.1943,318.8443,319.834,307.2796,298.5693,159.9709,242.7809,379.9128,309.477,11.8058,1.1306,10.6752,-0.069,33.2828,10.9485,3.7168,32.9248,0.6541,29.1578,11.4351,1.1144,0.0,100.0,100.0,67.7704,0.63,58.8184,39.2176,14.3964,32.9738,16.8428,38.5772,286.8443,308.1126,329.3809,306.8656,306.1342,296.2334,9.4312,11.6993,3.5775,902573046.6383,8357825.6098,553463285.0,294.3837,-0.9235,-0.3817,1.0,23.6976,202.4386,9.4992,-18.9723,327.0224
2020-11-27,328.28,334.61,326.06,334.14,8061724.0,0.0,304.8201,307.1278,309.2792,315.9022,316.6653,304.8534,296.0969,159.5548,241.9923,379.9181,307.6091,11.4026,1.0099,10.3926,-2.5592,32.9318,11.0213,3.7685,18.7886,0.6854,24.1724,6.3232,1.0632,10.0,80.0,70.0,57.5202,0.617,54.9815,33.146,15.6586,31.1857,18.7142,37.2711,282.3035,304.8201,327.3368,304.8531,302.6556,292.9764,8.2282,11.9514,3.7166,887281298.32,3608186.1938,538077337.0,292.369,-0.9443,-0.4351,1.0,23.8722,205.7898,14.9866,2.4174,321.5657
2020-11-20,331.65,333.12,325.41,326.49,15198436.0,0.0,302.9413,305.1725,306.9182,313.9417,314.869,302.6692,295.2652,159.1406,241.2455,379.9371,305.9597,11.2237,1.0835,10.1401,-21.0289,33.4576,12.3804,4.262,22.7313,-0.6693,29.5741,7.6682,1.0767,20.0,90.0,70.0,50.1529,0.6076,55.5394,31.3887,16.8164,32.2029,20.7936,39.8191,281.3276,302.9413,324.5549,304.8531,302.6556,289.3168,7.4199,12.365,3.9354,880105892.5141,3089719.3813,530015613.0,290.8315,-0.9428,-0.4308,1.0,23.9566,205.5201,10.3282,21.1717,314.2036
2020-11-13,334.36,335.2,322.06,329.01,19529813.0,0.0,300.6681,302.0621,303.5544,309.6695,309.6412,300.3204,293.8753,158.728,240.4584,379.9397,304.5314,10.5018,0.6326,9.8692,-14.9448,32.8937,13.286,4.6118,13.2365,-0.4072,33.7862,4.29,1.0429,30.0,100.0,70.0,50.575,0.5951,58.2724,31.3887,17.8899,34.2587,23.104,44.2434,281.7458,300.6681,319.5905,304.8531,302.6556,285.2171,12.9439,12.9145,4.0788,891046400.9188,6716622.9374,545214049.0,289.3376,-0.9446,-0.4357,1.0,23.7192,205.8316,0.8582,28.9087,316.6288
2020-11-06,303.37,323.55,300.63,321.75,20799812.0,0.0,299.3445,297.6809,299.4756,302.5977,299.8724,298.6911,293.2064,158.3173,239.637,379.9529,303.4242,9.1623,-0.5488,9.7111,-18.8882,31.9707,13.8551,4.8531,-9.2805,0.8019,0.4965,-3.0808,0.9692,40.0,10.0,-30.0,36.2879,0.5992,60.2396,17.6854,19.8827,28.4264,25.6711,36.702,285.2875,299.3445,313.4014,298.4918,299.3177,285.2171,22.837,12.9112,4.1697,889916822.6935,5580519.9957,525684236.0,288.1727,-0.945,-0.437,1.0,23.1162,205.9136,-8.4836,15.1945,309.642
2020-10-30,314.31,315.08,296.37,299.82,22439986.0,0.0,300.2725,298.9537,300.9882,306.2358,305.2702,298.1067,293.2341,157.9086,239.1085,379.9837,302.4958,10.3558,0.5075,9.8483,-82.4862,31.2131,15.8829,5.5981,4.9994,-0.7745,19.6009,1.6806,1.0168,50.0,20.0,-30.0,33.3781,0.6509,50.3501,5.311,24.1552,26.8649,28.5234,31.7231,287.0918,300.2725,313.4532,298.4918,299.3177,283.1371,20.4792,11.8084,4.0925,872383996.8715,2441824.7589,504884424.0,286.8856,-0.9322,-0.4033,1.0,22.4227,203.7849,-8.9984,-6.568,288.5373
2020-10-23,320.3,320.89,312.99,317.65,11695727.0,0.0,299.7726,298.1696,300.4955,306.2859,305.9399,297.753,293.1123,157.5006,238.4684,380.1866,301.1448,10.6566,0.9352,9.7214,-30.7784,31.4314,16.7908,5.9607,13.2171,-0.3354,31.9628,4.4799,1.0448,60.0,30.0,-30.0,43.7909,0.6723,55.5484,43.3749,12.8363,32.5016,13.921,35.2479,286.5858,299.7726,312.9594,298.4918,299.3177,279.4957,7.6027,10.845,3.5476,886548413.4755,7863473.2064,527324410.0,284.927,-0.9207,-0.3751,1.0,21.9441,202.0314,-3.9881,-20.7515,305.6963
2020-10-16,321.14,325.222,315.2252,318.99,10488840.0,0.0,298.4509,295.9303,298.7145,303.6109,302.7523,297.8141,292.4616,157.0937,237.7636,380.1942,299.6863,10.2985,0.8109,9.4876,-26.8924,30.2244,17.0339,6.0975,19.9955,-0.2151,33.707,6.9174,1.0692,70.0,40.0,-30.0,52.8739,0.6831,53.5604,49.9344,11.671,34.9519,13.0776,39.1643,286.3191,298.4509,310.5827,298.4918,299.3177,275.4497,9.6206,11.2052,3.6501,884446143.559,8352184.6735,539020137.0,282.8724,-0.912,-0.3549,1.0,21.7191,200.7869,5.2608,-27.7314,306.9859
2020-10-09,308.69,319.0999,307.1806,318.58,11987881.0,0.0,296.4513,293.0137,296.4229,299.4845,297.2253,297.9995,291.2901,156.6883,237.0435,380.2038,298.2389,9.6094,0.3245,9.2849,-28.0814,28.6332,17.4125,6.2904,13.9264,0.8297,19.5169,4.9184,1.0492,0.0,50.0,50.0,54.3494,0.7032,58.4124,43.5704,12.7672,32.4828,14.5307,36.9696,285.4291,296.4513,307.4735,298.2348,299.3177,270.9541,11.914,11.3813,3.7122,887034778.527,9325870.4896,528531297.0,281.0216,-0.8942,-0.3158,1.0,21.5388,198.4107,14.1222,-14.9675,306.5913
2020-10-02,307.42,311.11,304.215,306.72,15180487.0,1.3085,295.0587,292.1115,296.0566,299.1181,296.8927,297.7591,291.0158,156.2845,236.4371,380.2147,296.6755,9.8101,0.6063,9.2038,-60.0984,27.4685,18.8787,6.8882,11.5854,0.0888,16.1676,4.0937,1.0409,0.0,60.0,60.0,55.0359,0.7492,55.643,33.6665,14.2599,28.7347,16.1452,32.5337,281.4801,295.0587,308.6373,295.844,298.6613,265.959,8.7809,11.3221,3.8357,876092680.3049,7620192.956,516543416.0,279.4456,-0.8592,-0.2458,1.0,21.3258,194.2269,13.5601,-3.7521,295.1776
2020-09-25,300.47,305.55,295.04,303.28,15848787.0,0.0,293.9001,291.561,295.9314,299.5742,297.8607,296.5287,290.8772,155.8818,235.8497,380.211,294.6162,10.1764,1.1243,9.0522,-72.5598,27.3927,20.2574,7.4652,6.1041,0.2674,6.813,2.1659,1.0217,0.0,70.0,70.0,55.2642,0.7957,54.5494,23.2518,15.4589,24.8258,17.9391,28.8089,278.5036,293.9001,309.2967,295.7721,298.484,260.4089,10.0713,11.6044,3.993,880242820.6957,10267903.612,501362929.0,277.2454,-0.8249,-0.1835,1.0,21.1539,190.5756,14.6691,-0.6815,290.6215
2020-09-18,310.08,315.18,302.55,305.0,14212581.0,0.0,293.2897,292.3682,296.9062,302.9692,303.4629,294.5548,290.9361,155.4799,235.3237,380.1984,291.9209,11.1741,2.403,8.7711,-57.3188,27.887,21.7618,8.121,18.5998,-0.4022,24.0375,6.6777,1.0668,0.0,80.0,80.0,65.8727,0.8337,54.759,45.6779,10.1371,27.1851,11.9362,32.0099,276.5677,293.2897,310.0118,295.1828,295.2882,254.2421,12.1028,11.7748,4.0287,871240227.1286,11230441.8868,517211716.0,274.9059,-0.7947,-0.1327,1.0,21.043,187.6255,13.0766,4.695,292.2697
2020-09-11,309.35,314.71,304.17,306.98,14897333.0,0.0,291.4298,291.3083,295.8684,303.2053,305.1046,291.7128,290.1979,155.0787,234.6993,380.2076,288.5181,11.3474,3.1771,8.1704,-51.2653,27.5484,22.8482,8.6313,31.1052,-0.2249,23.1907,11.7231,1.1172,0.0,90.0,90.0,74.6648,0.8315,60.2943,51.0124,9.829,30.2995,11.5376,35.5666,272.8041,291.4298,310.0554,293.5394,294.7037,247.3901,10.2055,11.7383,3.9904,879938821.8341,18089676.6914,531424297.0,272.0397,-0.7972,-0.1367,1.0,20.9678,187.8592,10.9286,1.9879,294.167
2020-09-04,321.98,329.67,306.9,314.82,25377739.0,0.0,288.3192,290.1684,294.3922,303.5692,307.3943,288.1501,288.9868,154.6786,234.0756,380.1897,284.7179,11.4747,4.0987,7.3761,-27.0246,27.3466,22.0398,8.3936,37.4486,-0.3144,49.0657,13.8139,1.1381,10.0,100.0,90.0,83.8597,0.8028,62.175,59.8925,8.3241,33.1846,9.9128,39.5184,264.4321,288.3192,312.2064,286.9369,289.5817,239.7768,21.8196,11.9086,3.9474,886892795.113,24071193.2892,546321630.0,268.6362,-0.8323,-0.1966,1.0,20.9067,191.3398,11.4868,-1.0455,301.6798
2020-08-28,314.355,322.28,313.37,322.15,13681044.0,0.0,284.5744,286.0856,290.0347,298.3815,301.9519,284.4316,281.5457,154.2796,233.3235,380.0239,280.7103,10.2381,3.8866,6.3514,-0.2733,26.8297,21.5844,8.2789,40.0951,0.8749,42.5039,15.3539,1.1535,0.0,100.0,100.0,89.3069,0.7369,73.8281,53.1858,10.1914,33.3483,11.0142,36.0409,262.9032,284.5744,306.2456,283.2836,286.041,232.9475,9.918,10.8074,3.5009,894616454.8087,27934878.358,571699369.0,264.6355,-0.8889,-0.3047,1.0,20.8667,197.7406,13.5534,-0.0078,308.7038
2020-08-21,310.44,312.28,308.02,311.93,11797179.0,0.0,280.5649,282.7192,286.2766,294.3812,298.1111,280.8307,273.7622,153.8824,232.6375,379.8667,276.8564,9.2547,3.8749,5.3798,-0.8557,26.7352,19.3984,7.4618,16.7802,0.3498,38.8645,5.9779,1.0598,10.0,100.0,90.0,78.5511,0.6744,72.5245,41.2143,11.2211,26.9553,12.2381,29.3981,257.8933,280.5649,303.2364,279.3109,279.649,227.1824,4.0822,10.9063,3.6487,881334633.1925,25164400.2391,558018325.0,260.7538,-0.9191,-0.3713,1.0,20.8659,201.7951,13.3194,13.336,298.9104
2020-08-14,307.88,310.81,305.07,309.51,14815270.0,0.0,278.8869,279.4385,282.8956,290.4113,294.2808,277.8001,272.6196,153.4866,231.9825,378.0866,273.0833,8.2469,3.8358,4.411,-3.2969,27.3097,16.8101,6.47,28.9709,0.284,36.4989,10.8889,1.1089,20.0,100.0,80.0,64.4514,0.6076,71.3514,39.1558,11.6575,26.6616,13.5978,31.0994,259.1825,278.8869,298.5912,278.0843,278.9447,221.8643,5.5004,11.6645,3.9328,871475957.7841,23130337.1522,546221146.0,257.278,-0.925,-0.3855,1.0,20.9232,202.674,4.0911,13.6507,296.5914
2020-08-07,301.65,307.6,301.13,307.36,15926756.0,0.0,275.9898,275.9738,279.4338,285.9204,289.6235,274.8755,270.6592,153.0922,231.3457,378.0844,269.3979,7.0903,3.6383,3.4521,-0.6626,27.9136,13.8567,5.3381,24.4691,0.8825,30.6191,9.2479,1.0925,30.0,100.0,70.0,65.8869,0.5369,63.0188,34.6592,12.2344,25.2135,15.1087,31.1371,258.2055,275.9898,293.7741,275.0993,277.4067,217.2113,7.187,12.3494,4.1929,863371437.2614,20685966.6681,531405876.0,255.1088,-0.8848,-0.2961,1.0,21.0691,197.2228,2.1251,1.9711,294.5312
2020-07-31,295.48,300.1,293.67,300.1,15172122.0,0.0,273.5428,273.0659,276.6126,282.3149,286.1433,272.4759,269.3177,152.699,230.7627,378.0825,265.8036,6.1189,3.5764,2.5425,-1.7783,28.4919,11.2348,4.3326,26.3839,0.7185,24.3778,10.2756,1.1028,0.0,90.0,90.0,66.5908,0.4683,60.2887,22.6362,12.9904,20.5922,16.7875,26.6113,256.9301,273.5428,290.1556,272.1431,274.0624,213.4818,6.1616,12.923,4.4938,848626264.3959,16417473.2984,515479120.0,254.5016,-0.7722,-0.0968,1.0,21.3198,185.5524,1.2486,-11.0058,287.5742
2020-07-24,295.33,300.62,293.3,294.82,16651836.0,0.0,270.9045,270.8257,274.3867,279.8897,284.384,270.3895,268.2237,152.3067,230.2336,378.082,262.2297,5.392,3.7436,1.6484,-17.2372,29.9547,8.1844,3.1569,28.6617,-0.0697,24.2287,11.269,1.1127,0.0,100.0,100.0,67.4816,0.3964,53.1672,22.6362,13.6408,21.6232,18.6527,29.5681,252.9082,270.9045,288.9007,269.8832,271.9507,209.556,7.0145,13.6742,4.8402,833454142.3959,13803518.7792,500306998.0,255.1768,-0.3421,0.4225,1.0,21.6905,155.0054,10.4631,-26.4432,282.5146
2020-07-17,294.1,296.75,286.63,295.55,20225546.0,0.0,268.0383,268.1195,271.6658,276.4916,281.2928,268.4783,266.9455,151.9151,229.7005,378.082,258.6564,4.4005,3.688,0.7125,-2.7226,30.7842,5.2012,2.0045,35.93,0.1433,23.1096,14.6119,1.1461,10.0,100.0,90.0,57.1985,0.3107,59.3698,16.1908,14.3783,19.9337,20.7253,28.7329,249.54,268.0383,286.5365,268.0831,263.2464,206.439,9.6976,14.4142,5.0895,843190461.8057,16146942.8926,516958834.0,256.2758,-0.0336,0.6829,1.0,22.198,136.9276,20.7607,-11.8755,283.2141
2020-07-10,290.67,292.01,285.41,291.8,15259537.0,0.0,264.4453,265.0739,268.5059,272.261,276.9439,266.1357,265.3132,151.5242,229.174,378.0819,255.1886,3.1909,3.4004,-0.2095,-9.2842,31.7133,2.2356,0.8612,28.7438,0.1712,20.1497,11.507,1.1151,20.0,60.0,40.0,56.3542,0.2184,59.5023,7.7156,15.4155,17.9931,23.0281,26.8786,244.1806,264.4453,284.71,263.2985,262.7932,204.057,6.3245,14.9383,5.3423,827761487.9797,10714410.5414,496733288.0,257.767,0.4423,0.9469,1.0,22.8688,108.7472,18.0701,0.88,279.6206
2020-07-02,276.89,290.05,274.72,286.81,16019607.0,1.4333,261.5709,262.082,265.421,267.8742,272.2029,263.2883,264.3302,151.134,228.6754,378.0819,251.8726,1.9353,2.9948,-1.0596,-20.8541,33.3605,-0.7801,-0.3005,17.7889,0.6471,7.2386,7.1862,1.0719,0.0,70.0,70.0,58.5579,0.1278,58.009,4.1067,16.097,17.4757,25.5867,27.7783,241.9741,261.5709,281.1677,263.2985,262.7932,201.6013,14.6901,15.8954,5.7835,813473012.4251,7054219.872,481473751.0,259.1993,0.7757,0.9948,1.0,23.7461,84.1325,17.8046,1.9561,274.8389
2020-06-26,284.35,290.43,276.52,277.11,17886315.0,0.0,259.792,261.3595,264.4136,267.7164,273.5719,260.2887,264.2862,150.7443,228.3051,378.0818,248.6651,1.649,3.4572,-1.8083,-42.7092,35.5105,-4.6931,-1.8033,28.3248,-0.5205,14.5065,11.6675,1.1167,0.0,80.0,80.0,48.3857,0.0438,56.5081,2.1732,17.7361,18.5241,28.4297,29.6928,238.7108,259.792,280.8732,263.2985,260.9008,199.0696,13.2615,16.0293,6.0673,804224902.7089,7652741.4732,465454144.0,260.4339,0.9538,0.8869,1.0,24.831,62.4885,14.6929,0.6393,264.1899
2020-06-19,273.91,290.27,272.77,284.97,18556006.0,0.0,256.9595,259.1967,261.8439,264.8034,271.2098,256.8474,263.6557,150.3546,227.8729,378.0817,245.4559,0.6731,3.3457,-2.6726,-25.7614,37.2972,-8.9805,-3.446,35.2272,0.632,4.4327,15.5933,1.1559,0.0,90.0,90.0,58.2358,-0.0698,61.8434,1.9157,19.3358,20.0911,31.5886,32.8225,235.1151,256.9595,278.804,261.735,260.6052,196.4597,16.6841,16.3368,6.0132,820593902.7053,14608159.2836,483340459.0,261.2751,0.9991,0.6768,1.0,26.0524,42.5919,14.7327,-16.0143,271.6835
2020-06-12,294.43,297.32,274.5,279.65,29772614.0,0.0,253.4368,258.765,260.4435,265.186,273.8303,252.936,263.9483,149.9651,227.5369,378.0816,242.5635,0.4313,3.9403,-3.509,-28.7832,39.2968,-14.6976,-5.6266,56.7354,-0.6477,31.9325,25.332,1.2533,0.0,100.0,100.0,67.7736,-0.1937,56.8769,4.594,20.4107,22.3763,33.2658,36.4695,225.0443,253.4368,281.8293,253.3072,254.1938,193.769,21.756,16.2982,6.1131,813277534.6253,15632589.6486,464784453.0,261.7742,0.9304,0.3986,1.0,27.2709,23.4926,21.5415,-32.7915,266.6115
2020-06-05,279.07,295.38,278.57,293.61,23549495.0,0.0,247.7633,253.8901,254.4546,256.8629,263.9801,248.5203,254.8187,149.5752,226.9999,378.0816,240.1587,-1.8756,2.6185,-4.4941,-2.4842,40.8912,-20.0827,-7.6971,66.2024,0.865,17.2534,33.125,1.3313,0.0,100.0,100.0,80.095,-0.3598,63.6885,10.7568,20.8074,25.8234,32.6506,40.5216,220.7929,247.7633,274.7337,245.0128,247.6441,191.9764,16.0262,15.6918,5.6058,829612027.4947,20353352.4591,494557067.0,261.8741,0.7637,0.0835,0.0,28.3841,4.7907,36.304,-31.2634,279.9206
